,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6454.2,1549.4,0.000004561,0.00023,-0.00415,0.01308,-0.00666
1,2,10474.1,954.7,0.000343668,0.01080,-0.09281,0.04530,-0.01169
2,3,23178.5,431.4,0.001476341,0.02097,-0.00250,0.00270,0.14476
3,4,27245.0,367.0,0.006340197,0.07661,-0.24678,0.01654,-0.12425
4,5,27568.9,362.7,0.005475999,0.06539,-0.24926,-0.05123,0.02518
5,6,27855.6,359.0,0.001255941,0.01484,-0.11310,-0.01188,-0.04371
6,7,28217.0,354.4,0.000555989,0.00649,-0.07734,0.02094,0.00820
7,8,28935.6,345.6,0.006518734,0.07417,0.18000,0.02873,0.20234
8,9,30565.9,327.2,0.003517253,0.03788,0.17768,-0.07942,-0.00243
9,10,31565.4,316.8,0.000710659,0.00741,-0.04136,-0.01959,-0.07292
10,11,32143.7,311.1,0.011828167,0.12114,0.18943,-0.02623,0.29081
11,12,33156.3,301.6,0.008716325,0.08655,-0.24444,-0.09679,-0.13201
12,13,36004.8,277.7,0.022401493,0.20483,-0.44689,-0.02159,-0.06821
13,14,37058.1,269.8,0.033876193,0.30094,-0.54532,0.05948,0.00524
14,15,38249.6,261.4,0.000310765,0.00267,-0.00457,-0.04097,-0.03123
15,16,39706.8,251.8,0.017676721,0.14656,0.25100,0.21304,0.19538
16,17,41050.0,243.6,0.000401574,0.00322,0.02930,-0.04843,0.00403
17,18,42288.0,236.5,0.002212506,0.01722,0.07259,-0.08094,-0.07351
18,19,42404.3,235.8,0.023262572,0.18060,-0.36510,0.04942,-0.21181
19,20,42796.3,233.7,0.004380408,0.03370,0.15290,-0.01126,-0.10095
