,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,13821.6,723.5,0.000031738,0.00076,0.00837,-0.00866,0.02472
1,2,25415.7,393.5,0.009398401,0.12174,-0.18023,-0.28105,-0.10133
2,3,29266.9,341.7,0.008926926,0.10042,0.01688,-0.13901,0.28427
3,4,29469.2,339.3,0.004873089,0.05444,-0.23155,0.00294,-0.02857
4,5,31092.7,321.6,0.020100991,0.21283,0.45592,-0.03689,0.06007
5,6,31666.7,315.8,0.008264312,0.08592,0.27726,-0.06948,-0.06494
6,7,33782.4,296.0,0.003176828,0.03096,0.15631,0.01991,-0.07828
7,8,35519.9,281.5,0.117935603,1.09307,-1.01944,-0.00521,0.23192
8,9,37624.2,265.8,0.000121422,0.00106,0.01135,-0.01704,0.02536
9,10,38091.5,262.5,0.011884904,0.10272,0.31500,-0.05776,-0.01236
10,11,39366.5,254.0,0.000376186,0.00315,0.00426,0.05491,-0.01061
11,12,40552.9,246.6,0.016516672,0.13408,0.35396,0.08526,-0.03907
12,13,42223.5,236.8,0.006319696,0.04927,-0.18912,-0.10090,-0.05767
13,14,43764.8,228.5,0.003538428,0.02662,-0.05829,0.13497,0.07072
14,15,43929.5,227.6,0.001456802,0.01092,0.05509,0.08421,0.02814
15,16,45229.0,221.1,0.002267115,0.01650,0.12319,0.02920,-0.02175
16,17,45523.2,219.7,0.012956866,0.09370,-0.27242,-0.12435,0.06345
17,18,45696.1,218.8,0.025307285,0.18232,-0.23883,-0.34370,-0.08457
18,19,47396.2,211.0,0.009074523,0.06303,0.10567,0.22770,0.00436
19,20,47920.2,208.7,0.006308684,0.04334,0.11860,-0.13449,-0.10577
