,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,4242.4,2357.2,0.000914033,0.07093,0.23901,0.11415,0.02778
1,2,5164.9,1936.2,0.008332993,0.53115,0.71069,0.10789,-0.12012
2,3,20936.0,477.6,0.000277122,0.00436,0.06018,0.00815,-0.02588
3,4,23542.1,424.8,0.001404530,0.01964,0.06423,-0.12422,-0.00914
4,5,24959.8,400.6,0.006313749,0.08328,-0.07103,-0.27958,0.00834
5,6,27410.2,364.8,0.000044442,0.00053,-0.01623,-0.01040,-0.01274
6,7,32380.1,308.8,0.000350868,0.00357,-0.02008,-0.04896,-0.02771
7,8,32409.1,308.6,0.000631863,0.00642,-0.04135,0.04812,0.04892
8,9,33257.6,300.7,0.000284734,0.00282,0.02544,-0.04656,-0.00193
9,10,35148.3,284.5,0.022650302,0.21215,0.32894,0.32086,-0.03159
10,11,36951.0,270.6,0.032715805,0.29148,0.52196,-0.08250,-0.11060
11,12,38090.4,262.5,0.001430937,0.01237,-0.08059,0.06904,-0.03326
12,13,38701.0,258.4,0.000176026,0.00150,-0.02639,-0.02826,0.00151
13,14,39315.7,254.4,0.000504065,0.00422,-0.06444,0.00126,0.00819
14,15,42687.1,234.3,0.002788132,0.02150,-0.04138,0.13716,0.03128
15,16,44613.5,224.1,0.001162612,0.00858,-0.08212,0.04037,0.01433
16,17,45765.4,218.5,0.001436393,0.01033,0.00546,-0.07627,0.06697
17,18,46244.7,216.2,0.003411735,0.02429,-0.04748,-0.14366,-0.03737
18,19,46684.8,214.2,0.004550344,0.03209,-0.16505,-0.03100,0.06232
19,20,48946.6,204.3,0.006181192,0.04157,-0.15452,0.11243,0.07112
