,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,1402.5,7130.3,0.000175380,0.04117,0.00002,-0.20290,-0.00011
1,2,7781.7,1285.1,0.000903748,0.03823,-0.00001,0.19554,0.00013
2,3,14072.2,710.6,0.000000036,0.00000,-0.00006,-0.00091,-0.00005
3,4,19980.1,500.5,0.000000068,0.00000,-0.00004,-0.00105,-0.00005
4,5,20750.1,481.9,0.000170025,0.00270,-0.00039,0.00013,0.05194
5,6,22355.2,447.3,0.000000003,0.00000,0.00005,-0.00014,-0.00015
6,7,24685.9,405.1,0.198173437,2.64284,-1.62566,-0.00008,-0.00892
7,8,26260.0,380.8,0.000000044,0.00000,0.00039,-0.00019,-0.00060
8,9,26614.8,375.7,0.011860687,0.14671,0.00293,0.00005,-0.38302
9,10,31168.4,320.8,0.000000327,0.00000,0.00181,-0.00042,0.00001
10,11,31887.8,313.6,0.037562107,0.38779,0.00005,-0.62273,-0.00215
11,12,32332.4,309.3,0.000000042,0.00000,-0.00027,0.00057,-0.00018
12,13,33835.2,295.6,0.006853386,0.06668,0.00557,0.00695,-0.25808
13,14,34049.3,293.7,0.000013269,0.00013,0.01035,0.00458,0.00041
14,15,34623.0,288.8,0.038603540,0.36706,-0.60584,0.00009,-0.00469
15,16,36131.3,276.8,0.000301244,0.00274,0.00010,-0.00111,0.05238
16,17,36641.3,272.9,0.000103025,0.00093,-0.00109,0.03040,-0.00037
17,18,36980.6,270.4,0.066484797,0.59187,0.00003,0.76933,0.00131
18,19,38918.5,256.9,0.001273958,0.01078,0.00004,-0.10375,-0.00339
19,20,39778.9,251.4,0.003380870,0.02798,0.00109,0.00408,-0.16722
