,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,5539.0,1805.4,0.000272225,0.01618,0.12720,0.00008,0.00000
1,2,8310.8,1203.3,0.000000155,0.00001,0.00003,-0.00000,-0.00248
2,3,14182.6,705.1,0.008540226,0.19824,0.33992,0.28756,0.00004
3,4,20461.4,488.7,0.000003999,0.00006,0.00002,0.00001,0.00802
4,5,23680.7,422.3,0.023981280,0.33339,0.01070,-0.57730,-0.00004
5,6,31597.9,316.5,0.326008371,3.39661,1.84294,-0.01328,0.00012
6,7,32905.3,303.9,0.000136447,0.00137,-0.00011,-0.00002,0.03695
7,8,35447.4,282.1,0.000186396,0.00173,0.00011,0.00001,-0.04161
8,9,36363.1,275.0,0.000000030,0.00000,-0.00001,0.00000,0.00052
9,10,37153.0,269.2,0.000343697,0.00305,0.00000,-0.00000,-0.05519
10,11,39883.2,250.7,0.184160862,1.52014,1.23174,0.05441,0.00007
11,12,40695.2,245.7,0.000036442,0.00029,0.00004,-0.00000,-0.01717
12,13,41073.9,243.5,0.004413825,0.03538,0.06065,-0.17804,-0.00000
13,14,42465.2,235.5,0.000061439,0.00048,-0.00001,0.00000,0.02182
14,15,42773.9,233.8,0.000575290,0.00443,-0.00002,-0.00002,0.06654
15,16,43913.2,227.7,0.000041494,0.00031,-0.00002,0.00000,-0.01764
16,17,46347.4,215.8,0.000888149,0.00631,-0.05533,-0.05698,-0.00002
17,18,46719.5,214.0,0.055546599,0.39141,0.62472,-0.03371,0.00004
18,19,47681.7,209.7,0.003276153,0.02262,-0.00008,0.00002,0.15040
19,20,48132.2,207.8,0.000537980,0.00368,-0.00002,0.00010,-0.06066
