,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6661.1,1501.2,0.002461817,0.12167,0.14602,-0.31678,-0.00001
1,2,12248.3,816.4,0.000095005,0.00255,0.01681,0.04765,0.00000
2,3,20326.5,492.0,0.000016710,0.00027,-0.00002,-0.00000,0.01645
3,4,23679.7,422.3,0.003604265,0.05011,-0.21717,0.05428,0.00035
4,5,23762.8,420.8,0.003542784,0.04908,0.00030,-0.00009,0.22154
5,6,28024.7,356.8,0.003384411,0.03976,-0.00010,-0.00002,0.19939
6,7,30247.4,330.6,0.000021962,0.00024,-0.00004,0.00000,0.01546
7,8,32179.7,310.8,0.000164581,0.00168,0.00033,0.00001,-0.04103
8,9,32384.3,308.8,0.157028962,1.59633,1.26247,-0.04984,0.00004
9,10,33145.6,301.7,0.361491101,3.59043,-1.86233,-0.34951,-0.00005
10,11,33596.2,297.7,0.000112003,0.00110,0.00016,0.00002,-0.03313
11,12,34871.9,286.8,0.000744277,0.00703,-0.00031,-0.00004,0.08382
12,13,38646.5,258.8,0.000034700,0.00030,-0.00004,-0.00001,0.01719
13,14,38775.9,257.9,0.014524234,0.12331,0.34815,0.04584,-0.00000
14,15,40265.7,248.4,0.000479748,0.00392,0.00004,0.00000,0.06263
15,16,41639.6,240.2,0.044582575,0.35248,-0.59347,-0.01667,0.00001
16,17,42330.1,236.2,0.000247508,0.00192,0.03761,-0.02259,0.00001
17,18,43080.6,232.1,0.000018501,0.00014,-0.00001,-0.00001,0.01189
18,19,45129.7,221.6,0.000617217,0.00450,-0.00000,-0.00001,0.06710
19,20,45174.3,221.4,0.000000101,0.00000,-0.00002,-0.00001,-0.00086
