,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3667.4,2726.7,0.000521019,0.04677,0.03468,0.19548,-0.08577
1,2,8165.0,1224.7,0.015499786,0.62495,-0.76066,0.15601,-0.14835
2,3,11273.7,887.0,0.006645780,0.19407,0.03640,0.37761,-0.22395
3,4,17841.4,560.5,0.000952225,0.01757,-0.06930,-0.00520,-0.11287
4,5,22133.0,451.8,0.000348151,0.00518,0.00419,-0.01512,-0.07023
5,6,22815.9,438.3,0.000644024,0.00929,0.09013,0.02324,-0.02507
6,7,23652.2,422.8,0.000772636,0.01075,0.05679,0.08677,0.00014
7,8,24532.6,407.6,0.140053913,1.87944,0.00255,1.36576,-0.11891
8,9,25177.3,397.2,0.008537788,0.11164,-0.08800,0.31994,-0.03918
9,10,27953.3,357.7,0.001145244,0.01349,-0.07437,0.03547,0.08185
10,11,29176.8,342.7,0.017491340,0.19736,-0.33653,-0.12337,-0.26247
11,12,30218.1,330.9,0.001845647,0.02011,-0.02153,-0.03594,-0.13547
12,13,31002.3,322.6,0.000069239,0.00074,0.01874,-0.01588,0.01148
13,14,32464.5,308.0,0.000291190,0.00295,-0.01811,-0.03138,0.04049
14,15,32526.1,307.4,0.000249461,0.00252,0.01651,0.04530,-0.01415
15,16,32688.8,305.9,0.007744937,0.07800,-0.13469,-0.19897,0.14238
16,17,33930.9,294.7,0.024985900,0.24242,0.10806,-0.27533,-0.39363
17,18,35077.2,285.1,0.004803583,0.04508,0.13709,-0.11904,-0.11009
18,19,35509.1,281.6,0.001623307,0.01505,0.00874,-0.06741,-0.10212
19,20,35741.9,279.8,0.071569816,0.65922,-0.16887,0.57648,0.54624
