,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,4277.1,2338.0,0.000006052,0.00047,-0.02017,0.00650,-0.00409
1,2,9615.0,1040.0,0.000115788,0.00396,0.05942,-0.01874,0.00908
2,3,12111.0,825.7,0.003050300,0.08292,-0.07028,-0.24475,-0.13443
3,4,20506.1,487.7,0.001283739,0.02061,-0.01641,-0.13778,0.03684
4,5,26857.3,372.3,0.022796176,0.27943,0.18337,0.43074,-0.24551
5,6,28900.8,346.0,0.000315639,0.00360,0.02669,0.05256,0.01097
6,7,29447.4,339.6,0.000338476,0.00378,0.04292,-0.03901,-0.02050
7,8,30589.1,326.9,0.002012103,0.02166,-0.05348,-0.07266,0.11626
8,9,32827.7,304.6,0.000159508,0.00160,-0.03144,0.00171,0.02466
9,10,32976.7,303.2,0.004488501,0.04481,-0.15424,0.12709,-0.06978
10,11,33435.9,299.1,0.001657314,0.01632,-0.11307,-0.01075,0.05847
11,12,34385.2,290.8,0.001463600,0.01401,-0.07095,-0.05716,0.07557
12,13,35538.0,281.4,0.008942529,0.08284,0.05373,0.21760,-0.18057
13,14,36860.1,271.3,0.006415272,0.05730,0.00582,-0.01127,-0.23903
14,15,37485.5,266.8,0.001847230,0.01622,-0.01900,0.11488,0.05163
15,16,38469.7,259.9,0.003322413,0.02843,0.06586,0.15401,0.01941
16,17,38919.7,256.9,0.000745152,0.00630,0.01326,0.06665,0.04105
17,18,39441.4,253.5,0.002397581,0.02001,0.00848,-0.06163,-0.12705
18,19,39601.0,252.5,0.000095208,0.00079,0.00809,-0.02674,0.00335
19,20,40468.3,247.1,0.003921277,0.03190,0.00472,-0.14208,0.10812
