,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,7484.1,1336.2,0.000006869,0.00030,0.00763,-0.00802,-0.01340
1,2,17802.8,561.7,0.018177259,0.33614,0.03448,0.35246,0.45904
2,3,18736.1,533.7,0.001795615,0.03155,-0.04410,0.17206,0.00139
3,4,20989.3,476.4,0.000245162,0.00385,-0.06129,0.00882,-0.00334
4,5,24767.4,403.8,0.017299872,0.22995,-0.18267,0.10286,-0.43128
5,6,26954.7,371.0,0.000078593,0.00096,-0.00228,-0.00757,-0.02996
6,7,27736.4,360.5,0.000000654,0.00001,0.00019,0.00211,0.00181
7,8,28684.6,348.6,0.000001832,0.00002,0.00027,0.00289,0.00355
8,9,29298.1,341.3,0.000198109,0.00223,0.00516,0.02817,0.03750
9,10,29362.9,340.6,0.410156029,4.59860,-0.20701,-1.25504,-1.72645
10,11,31120.5,321.3,0.000162073,0.00171,0.02333,-0.01971,0.02796
11,12,31398.0,318.5,0.000316982,0.00332,-0.05199,-0.01462,0.02018
12,13,32624.5,306.5,0.000001965,0.00002,0.00393,-0.00124,-0.00169
13,14,32928.0,303.7,0.000001504,0.00002,-0.00198,-0.00087,-0.00322
14,15,33075.1,302.3,0.000228960,0.00228,-0.00502,0.00111,0.04746
15,16,33390.8,299.5,0.071080000,0.70080,-0.06109,-0.43682,-0.71152
16,17,34068.4,293.5,0.271602542,2.62456,-0.16111,-0.97683,-1.28235
17,18,34697.1,288.2,0.009023022,0.08561,-0.05437,-0.18997,-0.21579
18,19,35052.3,285.3,0.001544728,0.01451,0.05295,0.07743,0.07555
19,20,36488.5,274.1,0.003997623,0.03607,0.14912,-0.00301,-0.11756
