,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,-4261.4,-2346.7,-0.000012409,0.00096,0.01607,0.02613,-0.00421
1,2,1528.0,6544.4,0.000032758,0.00706,-0.02586,0.04976,0.06256
2,3,5843.7,1711.3,0.000005124,0.00029,0.01418,-0.00893,0.00279
3,4,16926.2,590.8,0.000127015,0.00247,0.04092,0.00681,-0.02739
4,5,18619.7,537.1,0.164445079,2.90753,-1.19531,-0.04863,1.21507
5,6,19820.4,504.5,0.000508800,0.00845,0.02274,0.04284,-0.07809
6,7,22861.8,437.4,0.000247191,0.00356,-0.03315,0.00772,-0.04900
7,8,23666.0,422.5,0.000458543,0.00638,0.03211,-0.06324,0.03673
8,9,24523.4,407.8,0.001945447,0.02612,0.07953,0.12199,-0.07007
9,10,25719.8,388.8,0.000559446,0.00716,0.06499,0.00267,-0.05413
10,11,25726.2,388.7,0.001050725,0.01345,0.08087,0.00152,-0.08309
11,12,25869.4,386.6,0.008054746,0.10250,-0.11579,-0.22911,-0.19133
12,13,26938.3,371.2,0.001216733,0.01487,-0.07374,-0.06664,-0.07065
13,14,29194.2,342.5,0.007092735,0.07998,-0.25925,-0.00196,-0.11298
14,15,30086.3,332.4,0.015677150,0.17154,-0.31999,0.26030,-0.03729
15,16,30698.5,325.7,0.009217774,0.09885,-0.14827,-0.26405,0.08453
16,17,31458.5,317.9,0.009485329,0.09926,-0.15390,0.10632,0.25353
17,18,32449.5,308.2,0.021602595,0.21917,-0.00802,0.42107,0.20446
18,19,32896.9,304.0,0.005690014,0.05694,0.06399,0.05437,-0.22336
19,20,34203.4,292.4,0.002549436,0.02454,0.02918,0.14067,-0.06245
