,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,5485.5,1823.0,0.001505351,0.09034,0.29199,-0.02818,0.06552
1,2,7404.9,1350.5,0.005745393,0.25543,-0.48573,-0.12788,0.05611
2,3,7814.2,1279.7,0.000318510,0.01342,-0.00397,-0.02138,-0.11378
3,4,9899.5,1010.1,0.001104535,0.03673,0.00385,-0.19078,-0.01793
4,5,10873.6,919.7,0.000365366,0.01106,0.07528,0.01444,0.07202
5,6,13568.0,737.0,0.001031330,0.02502,-0.15004,0.01095,0.04892
6,7,15101.1,662.2,0.001537377,0.03352,-0.07586,0.07458,0.14899
7,8,16594.8,602.6,0.001778762,0.03529,-0.03031,0.05018,-0.17847
8,9,20129.0,496.8,0.002580657,0.04221,0.18111,-0.07439,0.06221
9,10,23572.4,424.2,0.002431323,0.03396,0.17307,-0.01796,-0.06067
10,11,24596.8,406.6,0.101577472,1.35955,-0.22478,-0.09908,1.13983
11,12,25132.3,397.9,0.139128977,1.82247,-0.09802,1.30022,0.34972
12,13,25932.5,385.6,0.024761850,0.31435,-0.15810,-0.14677,0.51751
13,14,27097.1,369.0,0.013531886,0.16440,0.01134,-0.05616,0.40140
14,15,27663.1,361.5,0.002140135,0.02547,0.00604,-0.04344,0.15345
15,16,29671.2,337.0,0.003707309,0.04113,-0.17925,-0.02481,0.09159
16,17,30234.7,330.7,0.003086799,0.03361,0.04695,0.11033,0.13868
17,18,30658.1,326.2,0.000170334,0.00183,-0.03498,0.01761,-0.01718
18,19,31660.7,315.8,0.000629077,0.00654,0.02161,-0.07403,0.02436
19,20,33000.2,303.0,0.000903321,0.00901,0.04811,-0.08182,-0.00177
