,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,3877.6,2578.9,0.000001334,0.00011,-0.01024,0.00224,-0.00186
1,2,10988.2,910.1,0.002641618,0.07914,0.27896,0.03510,0.00976
2,3,17155.4,582.9,0.003092589,0.05935,-0.00627,-0.10273,0.22080
3,4,22038.5,453.8,0.000148855,0.00222,-0.00802,0.00934,-0.04552
4,5,25031.1,399.5,0.000869326,0.01143,0.01315,-0.04969,0.09376
5,6,25606.6,390.5,0.003553779,0.04569,0.18593,0.10110,0.02996
6,7,26435.2,378.3,0.003285908,0.04092,0.18683,0.06130,0.04752
7,8,26849.0,372.5,0.016061754,0.19694,0.41449,0.14549,0.06304
8,9,28515.0,350.7,0.000056542,0.00065,0.00999,-0.01735,0.01587
9,10,30398.4,329.0,0.001338968,0.01450,-0.00699,0.05946,-0.10448
10,11,30583.3,327.0,0.000319295,0.00344,-0.00435,-0.01750,0.05579
11,12,31710.4,315.4,0.005767291,0.05988,0.20389,0.13091,0.03417
12,13,34038.9,293.8,0.002141081,0.02071,0.02008,-0.08542,-0.11406
13,14,34509.0,289.8,0.001766413,0.01685,0.05241,-0.08067,0.08717
14,15,35045.0,285.3,0.000229638,0.00216,0.00681,0.00924,0.04501
15,16,35100.2,284.9,0.000252121,0.00236,-0.00251,-0.04847,-0.00307
16,17,35582.8,281.0,0.000554244,0.00513,-0.03707,-0.05872,0.01746
17,18,35840.2,279.0,0.001546821,0.01421,0.04712,-0.08162,0.07298
18,19,36815.1,271.6,0.006825702,0.06104,0.07007,-0.23071,-0.05384
19,20,37286.5,268.2,0.011238334,0.09923,-0.10761,0.22376,0.19385
