,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,9340.0,1070.7,0.002724859,0.09604,0.14408,-0.11714,-0.24812
1,2,11926.3,838.5,0.000007018,0.00019,-0.01342,-0.00356,-0.00105
2,3,12383.8,807.5,0.003315259,0.08813,0.18496,0.13544,-0.18862
3,4,23192.6,431.2,0.109099010,1.54862,0.47675,-0.56683,-1.00002
4,5,29337.0,340.9,0.009005612,0.10106,0.12178,0.26802,0.11996
5,6,30537.0,327.5,0.000087812,0.00095,0.01093,0.02533,0.01361
6,7,30732.0,325.4,0.206346544,2.21045,0.14765,1.40368,0.46727
7,8,32398.8,308.7,0.001974099,0.02006,0.06859,0.09003,0.08514
8,9,35166.3,284.4,0.006232540,0.05835,0.03918,0.19503,0.13702
9,10,36080.7,277.2,0.000118128,0.00108,-0.02121,0.02183,-0.01231
10,11,37320.2,268.0,0.021452456,0.18924,-0.04200,0.30938,0.30291
11,12,37642.0,265.7,0.021546122,0.18844,0.13261,-0.35791,-0.20678
12,13,38010.3,263.1,0.006114209,0.05296,0.01974,0.18447,0.13615
13,14,38627.3,258.9,0.001512464,0.01289,0.08472,-0.02660,0.07075
14,15,39465.6,253.4,0.000651266,0.00543,0.03487,0.00137,0.06492
15,16,39722.2,251.7,0.007371727,0.06110,0.01290,0.21442,0.12228
16,17,40025.4,249.8,0.004424100,0.03639,-0.03148,0.16506,0.09029
17,18,41155.9,243.0,0.011677229,0.09341,0.13517,0.07767,0.26288
18,19,41987.4,238.2,0.034472521,0.27029,0.01445,0.46238,0.23724
19,20,42280.3,236.5,0.002092256,0.01629,0.10514,0.06058,0.03959
