,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6596.7,1515.9,0.000004491,0.00022,0.00147,0.00092,0.01487
1,2,13841.2,722.5,0.000007617,0.00018,0.01266,-0.00457,0.00030
2,3,17721.2,564.3,0.010141350,0.18840,-0.24870,-0.31319,-0.16870
3,4,20053.1,498.7,0.000020034,0.00033,-0.00288,0.00827,0.01588
4,5,20602.6,485.4,0.000166242,0.00266,-0.04263,-0.02371,-0.01665
5,6,23091.0,433.1,0.099956071,1.42509,-1.04909,0.51559,0.24220
6,7,25121.7,398.1,0.002148748,0.02816,0.13155,-0.07462,-0.07269
7,8,25707.5,389.0,0.000269208,0.00345,-0.02938,0.01647,-0.04809
8,9,27312.0,366.1,0.000002694,0.00003,0.00228,-0.00172,-0.00493
9,10,27514.7,363.4,0.000034851,0.00042,-0.01248,-0.00137,-0.01610
10,11,27668.6,361.4,0.000123098,0.00146,0.03247,0.01914,0.00664
11,12,27836.4,359.2,0.001030778,0.01219,0.03747,0.07435,0.07252
12,13,29237.1,342.0,0.036332015,0.40910,0.60948,-0.18310,-0.06406
13,14,31921.1,313.3,0.000003325,0.00003,-0.00573,-0.00097,0.00075
14,15,31956.8,312.9,0.000000546,0.00001,-0.00210,0.00106,0.00031
15,16,33550.9,298.1,0.001047124,0.01027,-0.01863,0.09459,0.03132
16,17,34996.8,285.7,0.001262308,0.01187,0.08246,-0.07122,0.00182
17,18,35244.7,283.7,0.017900958,0.16721,-0.39115,0.11365,0.03595
18,19,35645.2,280.5,0.010863474,0.10033,0.31268,-0.03732,-0.03425
19,20,36425.8,274.5,0.000888993,0.00803,-0.08725,-0.00381,0.02019
