,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,10162.5,984.0,0.000067220,0.00218,-0.02856,-0.02950,-0.02217
1,2,16793.0,595.5,0.009848887,0.19308,-0.02710,-0.43710,0.03586
2,3,17232.7,580.3,0.022067290,0.42157,0.43835,-0.41110,0.24580
3,4,17950.4,557.1,0.009315249,0.17084,-0.39011,0.09188,-0.10108
4,5,25975.2,385.0,0.090008333,1.14077,0.90896,-0.21567,0.51775
5,6,26387.1,379.0,0.000272582,0.00340,0.04712,-0.02459,0.02401
6,7,28310.2,353.2,0.235413219,2.73755,-1.20414,0.95343,-0.61528
7,8,28943.8,345.5,0.010193474,0.11594,-0.22933,0.21309,-0.13395
8,9,29126.6,343.3,0.028188574,0.31861,0.35330,-0.37734,0.22673
9,10,29730.2,336.4,0.044272382,0.49024,0.61498,-0.23023,0.24296
10,11,29881.5,334.7,0.000003475,0.00004,0.00518,0.00335,0.00049
11,12,31614.5,316.3,0.000598666,0.00623,-0.01943,-0.07391,-0.01986
12,13,33534.6,298.2,0.001832860,0.01799,-0.02669,-0.05449,0.11963
13,14,33762.2,296.2,0.052000383,0.50705,0.51462,-0.40287,0.28270
14,15,33917.6,294.8,0.033184254,0.32209,0.41612,-0.30218,0.24006
15,16,34247.7,292.0,0.022585336,0.21711,-0.32209,0.26323,-0.20994
16,17,34324.6,291.3,0.000102204,0.00098,0.02213,-0.01653,0.01474
17,18,34687.8,288.3,0.041420722,0.39311,-0.42293,0.33709,-0.31720
18,19,36895.6,271.0,0.010798040,0.09635,0.25181,-0.09173,-0.15661
19,20,37344.2,267.8,0.003087091,0.02721,0.15778,-0.04577,0.01503
