,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8168.5,1224.2,0.000466779,0.01881,-0.06315,0.00608,0.12160
1,2,12810.2,780.6,0.001589597,0.04085,-0.04662,-0.04674,0.19103
2,3,15246.8,655.9,0.001303343,0.02814,0.14464,0.02775,-0.08033
3,4,17738.6,563.7,0.008639172,0.16034,-0.32223,-0.23411,-0.04117
4,5,23250.5,430.1,0.184934285,2.61855,1.36679,0.00373,-0.86627
5,6,24042.4,415.9,0.006994777,0.09578,-0.13007,0.22494,0.16812
6,7,26102.0,383.1,0.000570695,0.00720,-0.03452,0.04603,0.06235
7,8,26743.1,373.9,0.080964741,0.99669,-0.73929,0.00218,0.67092
8,9,28117.6,355.6,0.001162133,0.01361,-0.01091,-0.11440,0.02002
9,10,28827.6,346.9,0.007454525,0.08513,0.01266,-0.25386,-0.14327
10,11,30844.2,324.2,0.006886269,0.07350,0.25141,-0.09752,-0.02800
11,12,31589.4,316.6,0.000042793,0.00045,0.01814,0.00714,0.00812
12,13,32294.9,309.6,0.008508461,0.08673,-0.29433,-0.00757,-0.00707
13,14,33098.3,302.1,0.005043832,0.05017,-0.22268,0.02220,-0.00949
14,15,33677.4,296.9,0.001672319,0.01635,0.07172,-0.00737,-0.10559
15,16,33702.4,296.7,0.001918739,0.01874,-0.12813,0.01201,-0.04672
16,17,35943.0,278.2,0.001773710,0.01625,0.07860,0.01656,0.09896
17,18,36149.1,276.6,0.000876495,0.00798,-0.00745,-0.00932,0.08854
18,19,36659.8,272.8,0.023845030,0.21413,0.06607,-0.18937,0.41702
19,20,37869.8,264.1,0.004210114,0.03660,0.09742,0.01429,0.16403
