,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,6067.2,1648.2,0.000356569,0.01935,0.13667,-0.00364,0.02562
1,2,9008.3,1110.1,0.000000782,0.00003,-0.00420,-0.00330,0.00019
2,3,15797.7,633.0,0.011379810,0.23715,0.45808,0.14065,0.08673
3,4,17928.7,557.8,0.000268143,0.00492,-0.00546,-0.06967,0.00637
4,5,18173.5,550.3,0.011494905,0.20823,-0.39686,0.11930,-0.19105
5,6,19432.6,514.6,0.002296771,0.03891,0.00191,0.19707,0.00835
6,7,19829.7,504.3,0.005201959,0.08636,-0.28718,-0.01278,-0.06107
7,8,20453.6,488.9,0.122466062,1.97116,1.34201,0.37752,0.16624
8,9,21433.9,466.5,0.005315711,0.08165,-0.15572,-0.15380,-0.18369
9,10,25730.0,388.7,0.011197691,0.14327,0.37569,-0.04073,-0.02176
10,11,26623.1,375.6,0.000068499,0.00085,-0.01137,-0.02670,0.00214
11,12,29778.1,335.8,0.275459689,3.04535,-1.69954,-0.30484,0.25294
12,13,32482.8,307.9,0.000061561,0.00062,-0.01050,-0.01941,0.01169
13,14,34708.1,288.1,0.056872841,0.53945,-0.71738,-0.15737,0.00730
14,15,34906.6,286.5,0.000163770,0.00154,-0.03867,-0.00275,0.00648
15,16,35084.9,285.0,0.029641384,0.27813,-0.52425,-0.05095,0.02636
16,17,35376.6,282.7,0.005020538,0.04672,0.16634,0.02848,-0.13506
17,18,35712.8,280.0,0.003916832,0.03611,0.18984,-0.00084,0.00820
18,19,36656.4,272.8,0.000196347,0.00176,0.03290,-0.02477,0.00822
19,20,36874.4,271.2,0.000161167,0.00144,0.03683,-0.00721,-0.00550
