,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8026.0,1245.9,0.000507465,0.02082,-0.02236,-0.01906,-0.14125
1,2,11866.9,842.7,0.000496239,0.01377,0.03572,0.04276,-0.10326
2,3,14318.3,698.4,0.000463283,0.01065,0.04534,0.05341,0.07579
3,4,19307.1,517.9,0.012102257,0.20636,-0.11659,-0.29607,-0.32421
4,5,21633.5,462.2,0.002831864,0.04309,-0.17389,0.11081,-0.02405
5,6,22986.8,435.0,0.117160728,1.67795,-0.64679,-0.74873,-0.83608
6,7,24138.5,414.3,0.000689413,0.00940,0.07936,-0.04810,0.02814
7,8,25056.3,399.1,0.073534201,0.96616,0.32846,0.51657,0.76905
8,9,26436.5,378.3,0.000412346,0.00513,-0.00746,-0.05262,-0.04807
9,10,27339.4,365.8,0.004016978,0.04837,-0.19350,-0.00289,-0.10450
10,11,28089.1,356.0,0.003591113,0.04209,0.19030,0.06722,0.03680
11,12,30031.9,333.0,0.004380352,0.04802,0.10487,0.15481,0.11424
12,13,30689.3,325.8,0.011330259,0.12154,-0.05616,-0.34227,-0.03518
13,14,31465.2,317.8,0.015037981,0.15734,-0.24361,-0.27359,-0.15212
14,15,31983.7,312.7,0.000893313,0.00919,0.07833,0.01046,-0.05432
15,16,33173.3,301.4,0.012302670,0.12209,0.28012,0.18818,0.09061
16,17,33815.2,295.7,0.000163378,0.00159,-0.02637,0.02943,-0.00540
17,18,34550.5,289.4,0.004189946,0.03992,-0.13616,-0.14365,0.02736
18,19,35279.6,283.4,0.000270720,0.00253,-0.03189,0.03788,-0.00864
19,20,37015.7,270.2,0.052030189,0.46275,0.18503,0.32762,-0.56672
