,state,energy,lambda,frequency_oscillation,T2,TX,TY,TZ
0,1,8948.6,1117.5,0.003319188,0.12211,-0.23572,0.20895,0.15127
1,2,12367.3,808.6,0.003788527,0.10085,-0.00592,-0.30378,0.09236
2,3,17109.0,584.5,0.000506918,0.00975,-0.08398,0.00587,-0.05165
3,4,19457.6,513.9,0.082097747,1.38905,-0.76887,0.79810,0.40116
4,5,23992.0,416.8,0.001299280,0.01783,-0.06603,-0.03124,-0.11177
5,6,25513.3,392.0,0.002765080,0.03568,0.07390,0.11824,-0.12743
6,7,26067.1,383.6,0.007426030,0.09379,-0.27376,-0.01939,0.13588
7,8,27206.7,367.6,0.018843172,0.22801,-0.40000,-0.02188,0.25986
8,9,27389.6,365.1,0.001082333,0.01301,0.08275,0.00026,-0.07850
9,10,27829.6,359.3,0.014282571,0.16896,-0.20414,0.02539,0.35586
10,11,28773.5,347.5,0.002225393,0.02546,0.10224,-0.00630,-0.12235
11,12,29379.5,340.4,0.040644157,0.45544,0.50702,-0.16761,-0.41264
12,13,29935.8,334.0,0.005662637,0.06227,-0.18372,-0.01476,0.16823
13,14,30947.7,323.1,0.142311826,1.51387,-0.99210,0.11326,0.71887
14,15,31070.7,321.8,0.019250051,0.20397,-0.32726,0.20207,0.23672
15,16,31538.1,317.1,0.060392602,0.63041,-0.66402,0.00142,0.43531
16,17,31989.7,312.6,0.000168297,0.00173,-0.02964,0.01160,0.02682
17,18,32422.1,308.4,0.035916643,0.36469,-0.48447,0.28959,0.21476
18,19,33005.4,303.0,0.036126951,0.36035,-0.52586,0.25901,0.12933
19,20,33603.6,297.6,0.006566815,0.06433,-0.18852,0.16251,-0.04884
